id,name,seg_words
3215,本溪市金山医院,本溪市 金山
3216,本溪市中医院,本溪市 中医院
3217,本溪市传染病医院,本溪市 传染病
3218,本溪县第一人民医院,本溪县 第一 人民
3219,桓仁县秋实医院,桓仁县 秋实
3220,本溪县第三人民医院,本溪县 第三 人民
3221,本溪市红十字会医院,本溪市 红十字会
3222,本溪市第一人民医院,本溪市 第一 人民
3223,本溪市北营钢铁集团职工医院,本溪市 北营 钢铁 集团 职工
3224,本溪铁路医院,本溪 铁路
3225,本溪市妇女儿童医院,本溪市 妇女 儿童
3226,本溪市康宁医院,本溪市 康宁
3227,本溪市卫校附属医院,本溪市 卫校
3228,本溪市职业病医院,本溪市 职业病
3229,本溪市工源水泥厂职工医院,本溪市 工源 水泥厂 职工
3230,本溪市精神病医院,本溪市 精神病
3231,本溪市北台钢铁(集团)职工医院,本溪市 北台 钢铁 ( 集团 ) 职工
3232,桓仁县中医院,桓仁县 中医院
3233,本溪歪头山铁矿职工医院,本溪 歪头山 铁矿 职工
3234,本溪县第二人民医院,本溪县 第二 人民
3235,本溪市建工医院,本溪市 建工
3236,桓仁县第二人民医院,桓仁县 第二 人民
3237,本溪市溪湖区医院,本溪市 溪湖区
3238,本溪市平山区中医院,本溪市 平山区 中医院
3239,本溪市南芬钢铁公司矿山职工医院,本溪市 南芬 钢铁 公司 矿山 职工
3241,本溪市溪湖区石桥子医院,本溪市 溪湖区 石桥子
3242,本溪市南山医院,本溪市 南山
3243,本溪市第五医院,本溪市 第五
3244,本溪市南芬区医院,本溪市 南芬区
3245,本溪市溪湖区中医院,本溪市 溪湖区 中医院
3246,本溪市平山区人民医院,本溪市 平山区 人民
3248,本溪县中医院,本溪县 中医院
3249,丹东市第一医院,丹东市 第一
3250,丹东市中心医院,丹东市 中心
3251,丹东市中医院,丹东市 中医院
3252,中国人民解放军第二三零医院,人民 解放军 第二 三 零
3253,丹东市口腔医院,丹东市 口腔
3254,凤城市第一人民医院,凤城市 第一 人民
3255,丹东市中西医结合医院,丹东市 中西医 结合
3256,东港市中心医院,东港 市中心
3257,丹东市人民医院,丹东市 人民
3258,丹东市传染病医院,丹东市 传染病
3259,丹东市妇女儿童医院,丹东市 妇女 儿童
3260,丹东市第三医院,丹东市 第三
3261,宽甸县中医院,宽甸县 中医院
3262,凤城市中医院,凤城市 中医院
3263,盖州市第二人民医院,盖州市 第二 人民
3265,冶金工业部五龙金矿职工医院,冶金 工业部 五龙金矿 职工
3266,宽甸县第二医院,宽甸县 第二
3267,宽甸县第四医院,宽甸县 第四
3268,丹东市职业病防治院,丹东市 职业病 防治院
3269,凤城市青城子铅矿医院,凤城市 青城子 铅矿
3271,水电部第六工程局职工医院,水电部 第六 工程局 职工
3272,辽宁省荣军康复医院,辽宁省 荣军 康复
3273,丹东市第二轻工业局职工医院,丹东市 第二 轻 工业局 职工
3274,东港市精神病医院,东港市 精神病
3275,丹东市精神病人社会福利医院,丹东市 精神 病人 社会 福利
3276,许昌市一二六医院,许昌市 一二六
3277,丹东市毛绢纺织厂职工医院,丹东市 毛绢 纺织厂 职工
3278,丹东市元宝区医院,丹东市 元宝区
3279,东港市第四医院,东港市 第四
3280,丹东市汽车制造厂职工医院,丹东市 汽车 制造厂 职工
3282,丹东福祉医院,丹东 福祉
3283,东港市骨科医院,东港市 骨科
3285,沈后丹东干休所老年病防治医院,沈后 丹东 干休所 老年病 防治
3286,凤城市温泉医院,凤城市 温泉
3288,东港市第二医院,东港市 第二
3290,宽甸县第三医院,宽甸县 第三
3291,凤城市第四人民医院,凤城市 第四 人民
3292,东港市第五医院,东港市 第五
3293,宽甸县协合骨科医院,宽甸县 协合 骨科
3294,丹东市振兴区中医院,丹东市 振兴区 中医院
3295,丹东市丝绸一厂职工医院,丹东市 丝绸一厂 职工
3296,丹东市振兴区医院,丹东市 振兴区
3297,东港市传染病医院,东港市 传染病
3298,丹东市康华医院,丹东市 康华
3299,丹东市振安区中医院,丹东市 振安区 中医院
3300,东港市第三医院,东港市 第三
3301,丹东市肿瘤放疗专科医院,丹东市 肿瘤 放疗
3302,中国人民解放军第四七九医院,人民 解放军 第四七九
3304,东港市中医院,东港市 中医院
3305,丹东市振兴区二院,丹东市 振兴区 二院
3306,东港市红星医院,东港市 红星
3307,凤城市第二人民医院,凤城市 第二 人民
3308,丹东市康复医院,丹东市 康复
3309,辽宁医学院附属第一医院,辽宁 医学院 第一
3310,辽宁医学院附属第三医院,辽宁 医学院 第三
3311,锦州市中心医院,锦州市 中心
3312,辽宁医学院附属第二医院,辽宁 医学院 第二
3313,锦州市第二医院,锦州市 第二
3314,锦州市康宁医院,锦州市 康宁
3315,北宁市人民医院,北宁市 人民
3316,黑山县人民医院,黑山县 人民
3317,锦州市太和区医院,锦州市 太和区
3318,锦州市古塔区医院,锦州市 古塔区
3319,锦州市妇婴医院,锦州市 妇婴
3320,中国人民解放军第二零五医院,人民 解放军 第二 零五
3321,锦州市结核病院,锦州市 结核病院
3322,凌海市人民医院,凌海市 人民
3323,义县人民医院,义县 人民
3324,锦州市中医院,锦州市 中医院
3325,锦州市凌河区医院,锦州市 凌河区
3326,锦州石化医院,锦州 石化
3327,北宁市中医院,北宁市 中医院
3329,黑山县大虎山经济技术开发区医院,黑山县 大虎山 经济技术开发区
3331,锦州市工程机械工业公司职工医院,锦州市 工程 机械 工业 公司 职工
3332,锦州亚东眼科医院,锦州亚 东眼科
3334,黑山县中医骨伤专科医院,黑山县 中医 骨伤
3335,沟帮子肛肠医院,沟帮子 肛肠
3336,锦州市发电厂职工医院,锦州市 发电厂 职工
3337,锦州市铁合金厂职工医院,锦州市 铁合金厂 职工
3339,黑山县中医院,黑山县 中医院
3340,北宁市世康医院,北宁市 世康
3341,凌海市中医院,凌海市 中医院
3342,锦州经济发展试验区人民医院,锦州 经济 发展 试验区 人民
3343,义县中医院,义县 中医院
3344,锦州市二医院分院,锦州市 二医院
3345,金城造纸总厂职工医院,金城 造纸 总厂 职工
3346,锦州市直属机关医院,锦州市 直属机关
3347,锦州经济技术开发区中医院,锦州 经济技术开发区 中医院
3348,锦州市经济技术开发区人民医院,锦州市 经济技术开发区 人民
3349,北宁市第二人民医院,北宁市 第二 人民
3350,义县宜州人民医院,义县 宜州 人民
3352,锦州市织印染总厂职工医院,锦州 市织 印染 总厂 职工
3353,锦州爱心医院,锦州 爱心
3354,中国人民解放军第四七一医院,人民 解放军 第四 七
3357,锦州脉管炎专科医院,锦州 脉管炎
3358,义县公费医院,义县 公费
3359,锦州市安达医院,锦州市 安达
3360,锦州软组织外科医院,锦州 软组织 外科
3362,锦州市口腔医院,锦州市 口腔
3363,凌海市公费医院,凌海市 公费
3364,锦州市太和区中医院,锦州市 太和区 中医院
3365,锦州市二医院二分院,锦州市 二医院 二分院
3366,锦州市古塔区中医院,锦州市 古塔区 中医院
3367,锦州女儿河纺织厂职工医院,锦州 女儿河 纺织厂 职工
3368,黑山县第二人民医院,黑山县 第二 人民
3369,锦州市传染病院,锦州市 传染
3370,锦京医院,锦京
3371,八道壕煤矿医院,八道壕 煤矿
3372,义县第二人民医院,义县 第二 人民
3373,锦州市太和区公费医院,锦州市 太和区 公费
3374,锦连心脑血管血栓病医院,锦连 心脑血管 血栓病
3375,锦州市中山医院,锦州市 中山
3376,锦州北湖医院,锦州 北湖
3378,锦州市凌河区中医院,锦州市 凌河区 中医院
3379,锦州市长城医院,锦州市 长城
3380,营口市中心医院,营口市 中心
3381,大石桥市中心医院,大石桥市 中心
3382,营口市中医院,营口市 中医院
3383,营口市第三人民医院,营口市 第三 人民
3384,盖州市中心医院,盖州市 中心
3385,营口市鲅鱼圈区医院,营口市 鲅鱼圈区
3386,营口市第二人民医院,营口市 第二 人民
3387,营口市妇产儿童医院,营口市 妇产 儿童
3388,营口市第一专科医院,营口市 第一
3390,营口市老边区人民医院,营口市 老边区 人民
3391,大石桥市中西结合医院,大石桥市 中西 结合
3392,大石桥市肛肠医院,大石桥市 肛肠
3393,营口市造纸厂医院,营口市 造纸厂
3394,大石桥耐火材料厂职工医院,大石桥 耐火 材料厂 职工
3395,盖州市红十字会医院,盖州市 红十字会
3396,大石桥市妇产医院,大石桥市 妇产
3397,营口市站前医院,营口市 站前
3398,大石桥市陆合医院,大石桥市 陆合
3399,营口市口腔医院,营口市 口腔
3400,营口市西市医院,营口市 西市
3401,盖州市熊岳正骨医院,盖州市 熊岳 正骨
3402,营口骨伤医院,营口 骨伤
3404,盖州市盖州医院,盖州市 盖州
3406,盖州市第四医院,盖州市 第四
3407,大石桥市康复医院,大石桥市 康复
3408,营口市化纤厂职工医院,营口市 化纤厂 职工
3409,盖州市中医院,盖州市 中医院
3411,大石桥市中医院,大石桥市 中医院
3412,盖州市熊岳中医院,盖州市 熊岳 中医院
3413,营口市站前区专科医院,营口市 站前区
3415,营口市皮肤病医院,营口市 皮肤病
3416,盖州市荣复退伍军人专科医院,盖州市 荣复 退伍军人
3417,大石桥市铁路医院,大石桥市 铁路
3418,盖州市站前人民医院,盖州市 站前 人民
3419,营口市经济技术开发区中心医院,营口市 经济技术开发区 中心
3420,营口市职业病防治院,营口市 职业病 防治院
3421,营口市医院,营口市
3422,大连铁道公司大石桥医院,大连 铁道 公司 大石桥
3423,营口市鲅鱼圈区同济医院,营口市 鲅鱼圈区 同济
3425,盖州骨科医院,盖州 骨科
3426,盖州市第二中医院,盖州市 第二 中医院
3427,营口市劳改总队职工医院,营口市 劳改 总队 职工
3429,大石桥市盘桥医院,大石桥市 盘桥
3430,营口市经济技术开发区同济医院,营口市 经济技术开发区 同济
3431,营口市结核病医院,营口市 结核病
3432,盖州市皮肤病专科医院,盖州市 皮肤病
3433,盖州市第三人民医院,盖州市 第三 人民
3434,营口港医院,营口港
3435,阜新矿业(集团)总医院,阜新 矿业 ( 集团 ) 总医院
3436,阜新市中心医院,阜新市 中心
3437,阜新市中医院,阜新市 中医院
3439,阜新市第五人民医院,阜新市 第五 人民
3440,阜新市第三人民医院,阜新市 第三 人民
3441,阜新市妇产医院,阜新市 妇产
3442,阜新县人民医院,阜新县 人民
3443,彰武县人民医院,彰武县 人民
3444,阜新市化工职工医院,阜新市 化工 职工
3445,阜新矿业(集团)公司平安医院,阜新 矿业 ( 集团 ) 公司 平安
3446,阜新市新邱区医院,阜新市 新邱区
3447,阜新市第四人民医院,阜新市 第四 人民
3449,阜新县中医院,阜新县 中医院
3450,阜新市公安医院,阜新市 公安
3452,阜新市细河区医院,阜新市 细河区
3453,阜新市同济肾病医院,阜新市 同济 肾病
3454,阜新市建工医院,阜新市 建工
3455,阜新市地方职工医院,阜新市 地方 职工
3456,阜新市华西正骨医院,阜新市 华西 正骨
3457,彰武县传染病医院,彰武县 传染病
3458,彰武县第二人民医院,彰武县 第二 人民
3459,阜新市机械冶金局职工医院,阜新市 机械 冶金局 职工
3460,蒙古自治县中医院,蒙古 自治县 中医院
3462,阜新矿业(集团)太平医院,阜新 矿业 ( 集团 ) 太平
3463,阜新矿业(集团)公司海州矿集体医院,阜新 矿业 ( 集团 ) 公司 海州 矿集 体医院
3464,阜新矿业(集团)公司清河门医院,阜新 矿业 ( 集团 ) 公司 清河门
3465,阜新市太平区医院,阜新市 太平区
3466,蒙古自治县人民医院,蒙古 自治县 人民
3467,阜新市矿务局精神病医院,阜新市 矿务局 精神病
3468,阜新市海州区人民医院,阜新市 海州区 人民
3469,蒙古自治县镇医院,蒙古 自治县 镇医院
3470,阜新市细河区水泉医院,阜新市 细河区 水泉
3471,阜新市轻工局职工医院,阜新市 轻工局 职工
3472,阜新矿务局结核病医院,阜新 矿务局 结核病
3473,阜新市机械局职工医院,阜新市 机械局 职工
3474,彰武县中医院,彰武县 中医院
3475,辽阳市石化医院,辽阳市 石化
3476,辽阳市中心医院,辽阳市 中心
3477,辽阳市中医院,辽阳市 中医院
3478,灯塔县第一人民医院,灯塔县 第一 人民
3479,辽阳市传染病医院,辽阳市 传染病
3480,辽阳县中心医院,辽阳县 中心
3481,中国人民解放军一五三医院,人民 解放军 一五三
3482,辽阳市第三人民医院,辽阳市 第三 人民
3483,辽阳市第二人民医院,辽阳市 第二 人民
3484,辽阳县第一人民医院,辽阳县 第一 人民
3485,辽阳市太子河区医院,辽阳市 太子河区
3486,辽阳中医药学校教学医院,辽阳 中医药 学校 教学
3487,辽阳县中医院,辽阳县 中医院
3488,辽阳市太子河区曙光医院,辽阳市 太子 河区 曙光
3489,辽阳市结核病医院,辽阳市 结核病
3490,辽阳市弓长岭区医院,辽阳市 弓长岭区
3491,辽阳县新兴厂医院,辽阳县 新兴厂
3492,辽阳县第二人民院,辽阳县 第二 人民院
3493,辽阳市白塔区医院,辽阳市 白塔区
3494,灯塔县第三人民医院,灯塔县 第三 人民
3496,辽阳县新风厂医院,辽阳县 新风厂
3498,鞍钢弓长岭矿山公司医院,鞍钢 弓长岭 矿山 公司
3499,辽阳市职业病防治院,辽阳市 职业病 防治院
3500,辽阳市第四人民医院,辽阳市 第四 人民
3501,灯塔县第二人民院,灯塔县 第二 人民院
3502,辽阳卫协肾病专科医院,辽阳 卫协 肾病
3504,铁道部第十九工程局中心医院,铁道部 第十九 工程局 中心
3506,文圣中心医院,文圣 中心
3507,辽阳市第五人民医院,辽阳市 第五 人民
3508,中国人民解放军第二零一医院,人民 解放军 第二 零 一医院
3510,灯塔县煤矿机械制造总公司医院,灯塔县 煤矿 机械 制造 总公司
3511,灯塔县中医院,灯塔县 中医院
3512,辽阳联医院,辽阳联
3514,太子河区正骨医院,太子河区 正骨
3517,辽阳苏师正骨医院,辽阳 苏师 正骨
3518,文圣区第二人民医院,文圣区 第二 人民
3520,辽河油田中心医院,辽河 油田 中心
3521,大洼县第一人民医院,大洼县 第一 人民
3522,辽河油田第二职工医院,辽河 油田 第二 职工
3523,辽河油田妇幼医院,辽河 油田 妇幼
3524,盘锦市辽河化工(集团)职工医院,盘锦市 辽河 化工 ( 集团 ) 职工
3526,盘锦市第一人民医院,盘锦市 第一 人民
3527,盘锦市中医院,盘锦市 中医院
3529,盘锦市新工人民医院,盘锦市 新工 人民
3530,盘山县东郭苇场职工医院,盘山县 东郭苇场 职工
3531,辽河针炙按摩医院,辽河 针炙 按摩
3532,盘锦市天然气化工厂职工医院,盘锦市 天然气 化工厂 职工
3533,盘锦市新工医院,盘锦市 新工
3534,盘山县第二人民医院,盘山县 第二 人民
3535,盘锦市兴隆台区人民医院,盘锦市 兴隆 台区 人民
3536,辽河石油勘探局第五职工医院,辽河 石油 勘探局 第五 职工
3537,盘锦市馥安医院,盘锦市 馥安
3538,盘山县人民医院,盘山县 人民
3539,大洼县中医院,大洼县 中医院
3540,中国化学工程第九建设公司职工医院,化学 工程 第九 建设 公司 职工
3541,盘锦市双台子区人民医院,盘锦市 双台 子区 人民
3542,盘锦市劳动改造管教总队医院,盘锦市 劳动 改造 管教 总队
3543,盘山县肿瘤医院,盘山县 肿瘤
3544,盘锦市友谊医院,盘锦市 友谊
3545,大洼县第二人民医院,大洼县 第二 人民
3546,盘锦市传染病医院,盘锦市 传染病
3547,盘锦市康复医院,盘锦市 康复
3548,大洼县西安地区医院,大洼县 西安 地区
3549,盘锦协和医院,盘锦 协和
3552,盘锦乙烯工业公司职工医院,盘锦乙烯 工业 公司 职工
3553,双台区博爱医院,双台区 博爱
3554,盘锦市双兴骨科医院,盘锦市 双兴 骨科
3555,盘锦市妇婴医院,盘锦市 妇婴
3557,武警八六八零部队医院,武警 八六八零 部队
3558,盘山县卫协医院,盘山县 卫协
3559,铁法煤业(集团)总医院,铁法 煤业 ( 集团 ) 总医院
3560,铁岭市中心医院,铁岭市 中心
3561,铁岭犯人医院,铁岭 犯人
3562,昌图县第一人民医院,昌图县 第一 人民
3563,开原市第一人民医院,开原市 第一 人民
3564,铁岭市结核医院,铁岭市 结核
3565,铁岭县第一人民医院,铁岭县 第一 人民
3566,昌图县第二医院,昌图县 第二
3567,铁岭县第二医院,铁岭县 第二
3568,西丰县第一医院,西丰县 第一
3571,昌图县第三医院,昌图县 第三
3572,辽宁省第三人民医院,辽宁省 第三 人民
3573,开原市第二人民医院,开原市 第二 人民
3574,开原市口腔病防治院,开原市 口腔病 防治院
3575,铁岭市银州区中西医结合医院,铁岭市 银州区 中西医 结合
3577,铁岭市清河区医院,铁岭市 清河区
3578,铁岭陆平医院,铁岭 陆平
3579,开原市中医院,开原市 中医院
3580,铁岭市妇婴医院,铁岭市 妇婴
3581,西丰县第二医院,西丰县 第二
3582,铁岭市银州区痔瘘医院,铁岭市 银州区 痔瘘
3583,开原市第四医院,开原市 第四
3585,铁岭市银州区医院,铁岭市 银州区
3586,铁法市人民医院,铁法市 人民
3587,开原市第三医院,开原市 第三
3588,昌图县第四医院,昌图县 第四
3589,铁岭市种畜场职工医院,铁岭市 种畜场 职工
3591,铁岭市中心医院铁路医院,铁岭市 中心 铁路
3592,开原市威远堡医院,开原市 威远堡
3593,西丰县中医院,西丰县 中医院
3594,昌图县第五医院,昌图县 第五
3595,开原市骨科医院,开原市 骨科
3596,昌图县中医院,昌图县 中医院
3597,朝阳市中心医院,朝阳市 中心
3598,朝阳市第二医院,朝阳市 第二
3599,北票市中医院,北票市 中医院
3600,喀左县第一人民医院,喀左县 第一 人民
3601,凌源市第一人民医院,凌源市 第一 人民
3602,北票市第二人民医院,北票市 第二 人民
3603,凌源市中医院,凌源市 中医院
3604,凌源市凌钢医院,凌源市 凌钢
3605,北票市医院,北票市
3606,朝阳市康宁医院,朝阳市 康宁
3607,北票市矿务局三宝煤矿职工医院,北票市 矿务局 三宝 煤矿 职工
3609,喀左市气功医院,喀左市 气功
3611,凌源市劳改分局医院,凌源市 劳改 分局
3612,北票市矿务局台吉矿医院,北票市 矿务局 台吉矿
3613,朝阳市温泉理疗医院,朝阳市 温泉 理疗
3614,朝阳县第三人民医院,朝阳县 第三 人民
3615,朝阳县第四人民医院,朝阳县 第四 人民
3616,朝阳市第三医院,朝阳市 第三
3617,凌源市正骨医院,凌源市 正骨
3619,建平县医院,建平县
3620,北票矿务局职业病防治院,北票 矿务局 职业病 防治院
3621,北票市第五人民医院,北票市 第五 人民
3622,朝阳市龙城区第二医院,朝阳市 龙城区 第二
3623,朝阳县第二人民医院,朝阳县 第二 人民
3624,北票矿务局台吉煤矿职工医院,北票 矿务局 台吉 煤矿 职工
3625,北票市第四人民医院,北票市 第四 人民
3627,北票市台吉肛肠医院,北票市 台吉肛肠
3628,北票市矿务局冠山矿医院,北票市 矿务局 冠山矿
3629,朝阳市中医院,朝阳市 中医院
3630,建平县康复医院,建平县 康复
3631,朝阳县中医院,朝阳县 中医院
3632,建平县中医院,建平县 中医院
3634,朝阳市双塔医院,朝阳市 双塔
3635,朝阳市交通医院,朝阳市 交通
3636,北票市第三人民医院,北票市 第三 人民
3637,凌源市第二人民医院,凌源市 第二 人民
3638,朝阳县人民医院,朝阳县 人民
3640,朝阳市重型医院,朝阳市 重型
3641,北票市第六人民医院,北票市 第六 人民
3642,建平县第二人民医院,建平县 第二 人民
3643,建平县康宁医院,建平县 康宁
3645,朝阳市结核病院,朝阳市 结核病院
3646,建平县第三人民医院,建平县 第三 人民
3647,喀左县第二人民医院,喀左县 第二 人民
3648,葫芦岛市中心医院,葫芦岛市 中心
3649,中国人民解放军第三一三医院,人民 解放军 第三 三
3650,南票矿务局总医院,南票 矿务局 总医院
3651,建昌县第一医院,建昌县 第一
3652,兴城市人民医院,兴城市 人民
3653,葫芦岛市连山区人民医院,葫芦岛市 连山区 人民
3654,锦西化工(集团)公司职工医院,锦西 化工 ( 集团 ) 公司 职工
3655,辽宁兴核工业二四二医院,辽宁兴 核工业 二四二
3656,葫芦岛市骨伤医院,葫芦岛市 骨伤
3658,兴城市血栓病医院,兴城市 血栓病
3660,锦西炼油厂职工医院,锦西 炼油厂 职工
3661,兴城脑瘫康复医院,兴城 脑瘫 康复
3662,葫芦岛市葫芦岛锌厂职工医院,葫芦岛市 葫芦岛 锌厂 职工
3664,建昌县第二医院,建昌县 第二
3666,兴城市中医院,兴城市 中医院
3667,绥中县中医院,绥中县 中医院
3668,绥中县医院,绥中县
3669,葫芦岛水泥厂职工医院,葫芦岛 水泥厂 职工
3670,葫芦岛市南票区医院,葫芦岛市 南票区
3671,建昌县中医院,建昌县 中医院
3673,兴城市第三人民医院,兴城市 第三 人民
3675,第一建筑工程公司医院,第一 建筑 工程 公司
3676,葫芦岛市中医院,葫芦岛市 中医院
3677,兴城市公费医院,兴城市 公费
3678,葫芦岛市南票矿务局职工医院,葫芦岛市 南票 矿务局 职工
3679,葫芦岛市妇婴医院,葫芦岛市 妇婴
3680,锦西化工机械厂职工医院,锦西 化工 机械厂 职工
3681,葫芦岛市连山区第三人民医院,葫芦岛市 连山区 第三 人民
3682,葫芦岛市天合医院,葫芦岛市 天合
3683,国营渤海造船厂职工医院,国营 渤海 造船厂 职工
3685,建昌县康复医院,建昌县 康复
3686,杨家杖子矿务局职工医院,杨家杖子 矿务局 职工
3687,葫芦岛市连山区第二人民医院,葫芦岛市 连山区 第二 人民
3688,葫芦岛市公安医院,葫芦岛市 公安
3689,葫芦岛市眼科医院,葫芦岛市 眼科
3691,兴城市第二人民医院,兴城市 第二 人民
3692,兴城市城郊医院,兴城市 城郊
3693,葫芦岛市龙港区医院,葫芦岛市 龙港区
3694,葫芦岛市连山区中医院,葫芦岛市 连山区 中医院
3695,绥中县公费医院,绥中县 公费
3696,国营锦华机械厂职工医院,国营 锦华 机械厂 职工
3697,中国人民解放军第二零二医院,人民 解放军 第二 零二
3698,本溪钢铁(集团)公司总医院,本溪 钢铁 ( 集团 ) 公司 总医院
3699,中国人民解放军第四零六医院,人民 解放军 第四零六
3700,沈阳煤业(集团)公司总医院,沈阳 煤业 ( 集团 ) 公司 总医院
3701,松原市中医结合医院,松原市 中医 结合
3702,平顶山煤业(集团)公司八矿职工医院,平顶山 煤业 ( 集团 ) 公司 八矿 职工
3703,郑州人民医院,郑州 人民
3704,郑州大学第五附属医院,郑州 大学 第五
3705,河南省肿瘤医院,河南省 肿瘤
3706,郑州市骨科医院,郑州市 骨科
3707,河南省人民医院,河南省 人民
3708,中国人民解放军第四六零医院,人民 解放军 第四六零
3709,河南省中医院,河南省 中医院
3710,中国人民解放军一五三中心医院,人民 解放军 一五三 中心
3711,河南中医药大学第一附属医院,河南 中医药 大学 第一
3712,武警河南总队医院,武警 河南 总队
3713,郑州市中心医院,郑州市 中心
3714,郑州大学第一附属医院,郑州 大学 第一
3715,郑州市儿童医院,郑州市 儿童
3716,郑州大学第二附属医院,郑州 大学 第二
3717,河南省胸科医院,河南省 胸科
3718,郑州市第一人民医院,郑州市 第一 人民
3719,郑州市第七人民医院,郑州市 第七 人民
3720,郑州大学第三附属医院,郑州 大学 第三
3721,郑煤(集团)总医院,郑煤 ( 集团 ) 总医院
3722,宜阳县人民医院,宜阳县 人民
3723,新郑市中医院,新郑市 中医院
3724,新郑市人民医院,新郑市 人民
3725,巩义市人民医院,巩义市 人民
3726,中牟县第一人民医院,中牟县 第一 人民
3727,中国长城铝业公司总医院,长城 铝业 公司 总医院
3728,郑州市第九人民医院,郑州市 第九 人民
3729,河南省直第三人民医院,河南 省直 第三 人民
3730,郑州仁和老年病医院,郑州仁 老年病
3731,新密市第一人民医院,新密市 第一 人民
3732,登封市人民医院,登封市 人民
3733,郑州市第三人民医院,郑州市 第三 人民
3734,登封市中医院,登封市 中医院
3735,郑州市金水区人民医院,郑州市 金水区 人民
3736,郑州大学第四附属医院,郑州 大学 第四
3737,河南中医学院第三附属医院,河南 中医 第三
3738,黄河中心医院,黄河 中心
3739,巩义市中医院,巩义市 中医院
3740,新密市中医院,新密市 中医院
3741,郑州市第二人民医院,郑州市 第二 人民
3742,河南电力医院,河南 电力
3743,郑州市第六人民医院,郑州市 第六 人民
3744,郑州市管城区中医院,郑州市 管城区 中医院
3745,新密市红十字中心医院,新密市 红十字 中心
3747,河南省职工医院,河南省 职工
3748,梅河口市八一八九九部队皮肤病医院,梅河口市 八一八九九部队 皮肤病
3749,河南省煤炭总医院,河南省 煤炭 总医院
3750,郑州市二砂医院,郑州市 二砂
3751,郑州市第八人民医院,郑州市 第八 人民
3752,郑州市颈肩腰腿痛医院,郑州市 颈肩 腰腿痛
3753,新郑市第二人民医院,新郑市 第二 人民
3754,华仁医院,华仁
3755,郑州市第一按摩医院,郑州市 第一 按摩
3757,郑州大桥医院,郑州 大桥
3758,郑州市管城回族区人民医院,郑州市 管城 回族 区 人民
3760,郑州东方肿瘤医院,郑州 东方 肿瘤
3761,郑州市第十人民医院,郑州市 第十 人民
3762,郑州市第二按摩医院,郑州市 第二 按摩
3763,新郑卷烟厂职工医院,新郑 卷烟厂 职工
3764,郑州市第五棉纺织厂职工医院,郑州市 第五 棉纺织厂 职工
3765,新密市新华医院,新密市 新华
3767,郑州市上街区中医院,郑州市 上街区 中医院
3768,郑州兴华妇产科医院,郑州 兴华妇 产科
3769,河南东海肝病医院,河南 东海 肝病
3770,郑州市中原区中医院,郑州市 中原区 中医院
3771,郑州市第二中医院,郑州市 第二 中医院
3772,中国抗癌协会郑州分会和平医院,抗癌 协会 郑州 分会 和平
3773,郑州市侨光医院,郑州市 侨光
3774,河南省军区郑州长城医院,河南省 军区 郑州 长城
3776,登封市骨科医院,登封市 骨科
3777,巩义市阳光医院,巩义市 阳光
3778,荥阳市人民医院,荥阳市 人民
3779,河南省中医药研究院附属医院,河南省 中医药 研究院
3780,中牟县第三人民医院,中牟县 第三 人民
3781,郑州市二七人民医院,郑州市 二七 人民
3782,郑州大学医学院校医院,郑州 大学 医学 院校
3784,郑州创新中医院,郑州 创新 中医院
3786,河南民族医院,河南 民族
3789,郑州华山医院,郑州 华山
3790,郑州市金海皮肤科医院,郑州市 金海 皮肤科
3791,巩义市按摩康复医院,巩义市 按摩 康复
3793,郑州卷烟厂职工医院,郑州 卷烟厂 职工
3794,河南省中牟造纸厂职工医院,河南省 中牟 造纸厂 职工
3795,荥阳第二人民医院,荥阳 第二 人民
3796,河南赛思口腔医院,河南赛 思口腔
3797,河南口岸医院,河南 口岸
3798,郑州市金水中医院,郑州市 金水 中医院
3799,郑州民生医院,郑州 民生
3800,郑州市糖尿病医院,郑州市 糖尿病
3801,郑州市口腔医院,郑州市 口腔
3802,登封市三康医院,登封市 三康
3803,郑州安泰医院,郑州 安泰
3804,新密市眼科医院,新密市 眼科
3805,河南协和医院,河南 协和
3806,登封市第三人民医院,登封市 第三 人民
3807,郑州市邙山区人民医院,郑州市 邙山区 人民
3808,郑州市中原医院,郑州市 中原
3809,郑州气管炎哮喘医院,郑州 气管炎 哮喘
3810,中牟县第二人民医院,中牟县 第二 人民
3811,河南省军区医院,河南省 军区
3812,河南省嵩岳(集团)郑州印染厂医院,河南省 嵩岳 ( 集团 ) 郑州 印染厂
3813,郑州市二七区第二人民医院,郑州市 二七区 第二 人民
3814,新密市第三人民医院,新密市 第三 人民
3815,郑州益康中医院,郑州 益康 中医院
3816,河南五建医院,河南 五建
3817,郑州光明医院,郑州 光明
3818,石油部管道局第三工程公司职工医院,石油部 管道局 第三 工程 公司 职工
3819,登封市水利医院,登封市 水利
3820,河南省老干部康复医院,河南省 老 干部 康复
3822,郑文友中医肿瘤医院,郑文友 中医 肿瘤
3823,新密市第二人民医院,新密市 第二 人民
3825,荥阳市中医院,荥阳市 中医院
3826,郑州市上街区康华骨科医院,郑州市 上街区 康华 骨科
3827,郑州大学医院,郑州 大学
3828,巩义市第二人民医院,巩义市 第二 人民
3829,河南省医学会医院,河南省 医学会
3831,河南风湿病医院,河南 风湿病
3832,登封市胃肠道疾病研究所附属医院,登封市 胃肠道 疾病 研究所
3833,郑州矿务局米村煤矿职工医院,郑州 矿务局 米村 煤矿 职工
